6.7,13.5
7.2,13.5
7.7,13.5
16.7,13.5
17.2,13.5
17.7,13.5
6.7,13
7.2,13
7.7,13
16.7,13
17.2,13
17.7,13
6.7,12.5
7.2,12.5
7.7,12.5
16.7,12.5
17.2,12.5
17.7,12.5
6.7,7.5
7.2,7.5
7.7,7.5
16.7,7.5
17.2,7.5
17.7,7.5
6.7,7
7.2,7
7.7,7
16.7,7
17.2,7
17.7,7
6.7,6.5
7.2,6.5
7.7,6.5
16.7,6.5
17.2,6.5
17.7,6.5
